Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Date,city,lat,lon
70.0,I do not use a streaming service.,2.0,Yes,No,No,Country,No,No,88.0,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,8.0,5.0,6.0,1.0,Improve,2022-09-01,New York,40.588,-73.9856
58.0,Other streaming service,3.0,Yes,No,No,Hip hop,Yes,Yes,127.0,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Never,4.0,6.0,8.0,1.0,Improve,2022-09-01,New York,40.5907,-74.2983
64.0,I do not use a streaming service.,4.0,Yes,No,No,Rock,No,No,200.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,4.0,4.0,2.0,1.0,Improve,2022-08-28,New York,40.2886,-73.9838
60.0,Pandora,2.0,Yes,No,No,Gospel,No,No,119.0,Rarely,Sometimes,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,3.0,0.0,2.0,0.0,Improve,2022-08-28,New York,40.1248,-74.0781
50.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,98.0,Sometimes,Sometimes,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Never,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,0.0,0.0,7.0,0.0,Improve,2022-09-03,New York,40.5769,-74.1693
60.0,Spotify,1.0,No,No,No,Rock,Yes,No,129.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Sometimes,Never,3.0,2.0,5.0,0.0,No effect,2022-09-02,New York,40.4977,-74.4486
55.0,YouTube Music,15.0,Yes,No,No,Rock,No,No,156.0,Rarely,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,2.0,0.0,3.0,0.0,No effect,2022-09-01,New York,40.562,-74.3353
60.0,Pandora,2.0,Yes,No,No,Gospel,No,No,119.0,Rarely,Sometimes,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,3.0,0.0,2.0,0.0,Improve,2022-08-28,New York,40.5868,-74.092
73.0,Pandora,3.0,Yes,No,No,R&B,Yes,Yes,4.0,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,5.0,4.0,0.0,1.0,Improve,2022-08-30,New York,40.5448,-74.4546
49.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,147.0,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,0.0,0.0,2.0,0.0,No effect,2022-08-29,New York,40.5863,-73.9492
56.0,I do not use a streaming service.,2.0,Yes,No,No,Rock,No,Yes,220.0,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Very frequently,Never,3.0,3.0,1.0,8.0,No effect,2022-09-10,New York,40.5065,-74.4704
43.0,Spotify,1.0,Yes,No,No,Pop,Yes,No,134.0,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,3.0,3.0,0.0,0.0,Improve,2022-08-29,New York,40.5339,-74.4096
42.0,Spotify,2.0,Yes,No,No,Rock,No,Yes,85.0,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,2.0,4.0,5.0,2.0,Improve,2022-09-02,New York,40.5893,-73.6628
61.0,YouTube Music,2.5,Yes,No,Yes,Jazz,Yes,Yes,84.0,Sometimes,Never,Never,Rarely,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,9.0,7.0,3.0,3.0,Improve,2022-08-27,New York,40.5829,-73.9555
57.0,Spotify,2.0,Yes,Yes,No,Gospel,No,No,174.0,Sometimes,Never,Never,Rarely,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,6.0,4.0,10.0,0.0,Improve,2022-09-02,New York,40.5756,-73.9798
72.0,Spotify,6.0,Yes,Yes,Yes,Rock,No,No,77.0,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,0.0,1.0,0.0,2.0,Improve,2022-08-30,New York,40.575,-73.9735
63.0,Spotify,2.0,Yes,No,No,Rock,Yes,No,133.0,Very frequently,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Never,5.0,4.0,6.0,2.0,Improve,2022-09-01,New York,40.5898,-73.8981
46.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,120.0,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,0.0,0.0,1.0,0.0,No effect,2022-09-09,New York,40.5838,-73.9436
80.0,I do not use a streaming service.,3.0,Yes,Yes,No,Classical,No,No,122.0,Very frequently,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,7.0,3.0,9.0,2.0,Improve,2022-09-02,New York,40.5291,-74.4125
73.0,Pandora,3.0,Yes,No,No,R&B,Yes,Yes,4.0,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,5.0,4.0,0.0,1.0,Improve,2022-08-30,New York,40.5554,-74.2772
57.0,Spotify,2.0,Yes,Yes,No,Gospel,No,No,174.0,Sometimes,Never,Never,Rarely,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,6.0,4.0,10.0,0.0,Improve,2022-09-02,New York,40.5753,-73.9838
43.0,Spotify,1.0,Yes,No,No,Pop,Yes,No,134.0,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,3.0,3.0,0.0,0.0,Improve,2022-08-29,New York,40.5921,-74.2854
58.0,Other streaming service,3.0,Yes,No,No,Hip hop,Yes,Yes,127.0,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Never,4.0,6.0,8.0,1.0,Improve,2022-09-01,New York,40.5289,-74.4391
67.0,Other streaming service,4.0,Yes,No,No,Rock,No,No,146.0,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Never,7.0,6.0,7.0,4.0,Improve,2022-09-01,New York,40.5417,-74.3671
59.0,YouTube Music,2.0,Yes,No,No,Pop,Yes,No,103.0,Rarely,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,1.0,1.0,3.0,0.0,Improve,2022-08-29,New York,40.5883,-73.9519
49.0,I do not use a streaming service.,8.0,Yes,Yes,Yes,Classical,No,No,68.0,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,4.0,8.0,9.0,1.0,Improve,2022-09-12,New York,40.587,-73.8142
72.0,Spotify,6.0,Yes,Yes,Yes,Rock,No,No,77.0,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,0.0,1.0,0.0,2.0,Improve,2022-08-30,New York,40.5765,-73.9861
58.0,YouTube Music,1.0,Yes,Yes,Yes,Classical,Yes,No,80.0,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,0.0,0.0,2.0,1.0,Improve,2022-09-01,New York,40.5547,-74.1322
56.0,Other streaming service,2.0,No,No,No,Jazz,Yes,Yes,120.0,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,0.0,0.0,0.0,5.0,No effect,2022-09-02,New York,40.5756,-73.9803
49.0,Spotify,1.0,No,No,No,Pop,Yes,No,128.0,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,4.0,5.0,9.0,1.0,Improve,2022-09-01,New York,40.5907,-74.2272
42.0,YouTube Music,2.5,Yes,Yes,No,Rock,No,Yes,148.0,Sometimes,Rarely,Very frequently,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,8.0,8.0,7.0,6.0,Improve,2022-08-28,New York,40.5855,-73.9661
60.0,Spotify,1.0,No,No,No,Rock,Yes,No,129.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Sometimes,Never,3.0,2.0,5.0,0.0,No effect,2022-09-02,New York,40.579,-73.9764
42.0,Other streaming service,0.25,No,Yes,No,Classical,Yes,Yes,150.0,Very frequently,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Never,7.0,9.0,4.0,5.0,Improve,2022-09-13,New York,40.5764,-73.9666
53.0,Pandora,4.0,Yes,No,No,R&B,Yes,Yes,153.0,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,1.0,0.0,0.0,0.0,Improve,2022-09-04,New York,40.5776,-73.9618
68.0,Pandora,1.0,Yes,No,No,Gospel,No,No,8.0,Very frequently,Never,Never,Sometimes,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,10.0,10.0,10.0,0.0,Improve,2022-09-04,New York,40.5839,-73.9371
49.0,I do not use a streaming service.,8.0,Yes,Yes,Yes,Classical,No,No,68.0,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,4.0,8.0,9.0,1.0,Improve,2022-09-12,New York,40.5781,-73.959
74.0,I do not use a streaming service.,1.0,No,No,No,Pop,No,No,129.0,Rarely,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,4.0,2.0,1.0,0.0,Improve,2022-09-01,New York,40.5756,-73.9804
43.0,Other streaming service,1.0,No,No,No,Country,No,No,110.0,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,5.0,1.0,1.0,1.0,Improve,2022-09-02,New York,40.5786,-73.938
43.0,Other streaming service,1.0,No,No,No,Country,No,No,110.0,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,5.0,1.0,1.0,1.0,Improve,2022-09-02,New York,40.5855,-73.9429
55.0,YouTube Music,15.0,Yes,No,No,Rock,No,No,156.0,Rarely,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,2.0,0.0,3.0,0.0,No effect,2022-09-01,New York,40.4977,-74.4469
72.0,Spotify,6.0,Yes,Yes,Yes,Rock,No,No,77.0,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,0.0,1.0,0.0,2.0,Improve,2022-08-30,New York,40.5779,-73.9764
41.0,Spotify,3.0,Yes,No,No,Pop,No,Yes,113.0,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Never,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Never,9.0,7.0,6.0,2.0,No effect,2022-08-28,New York,40.5753,-74.325
63.0,Spotify,2.0,Yes,No,No,Rock,Yes,No,133.0,Very frequently,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Never,5.0,4.0,6.0,2.0,Improve,2022-09-01,New York,40.5883,-73.8987
72.0,Spotify,6.0,Yes,Yes,Yes,Rock,No,No,77.0,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,0.0,1.0,0.0,2.0,Improve,2022-08-30,New York,40.5777,-73.9621
51.0,I do not use a streaming service.,5.0,Yes,No,No,Rock,No,No,180.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,1.0,2.0,1.0,0.0,No effect,2022-09-02,New York,40.5806,-73.9878
58.0,Other streaming service,3.0,Yes,No,No,Hip hop,Yes,Yes,127.0,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Never,4.0,6.0,8.0,1.0,Improve,2022-09-01,New York,40.5884,-73.8995
63.0,YouTube Music,8.0,Yes,No,No,Rock,Yes,No,70.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve,2022-09-02,New York,40.3501,-74.6579
53.0,Pandora,4.0,Yes,No,No,R&B,Yes,Yes,153.0,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,1.0,0.0,0.0,0.0,Improve,2022-09-04,New York,40.205,-74.0172
56.0,Apple Music,8.0,Yes,No,No,Pop,Yes,No,117.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,6.0,4.0,1.0,0.0,Improve,2022-09-02,New York,40.4921,-74.4429
41.0,YouTube Music,4.0,Yes,No,No,Pop,Yes,No,60.0,Rarely,Never,Sometimes,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,7.0,2.0,0.0,7.0,Improve,2022-08-28,New York,40.5804,-73.9718
43.0,Spotify,1.0,Yes,No,No,Pop,Yes,No,134.0,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,3.0,3.0,0.0,0.0,Improve,2022-08-29,New York,40.5778,-73.9614
46.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,120.0,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,0.0,0.0,1.0,0.0,No effect,2022-09-09,New York,40.5941,-74.1027
41.0,Spotify,3.0,No,No,No,Metal,Yes,Yes,178.0,Very frequently,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,6.0,5.0,4.0,0.0,No effect,2022-09-01,New York,40.5119,-74.4628
55.0,YouTube Music,15.0,Yes,No,No,Rock,No,No,156.0,Rarely,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,2.0,0.0,3.0,0.0,No effect,2022-09-01,New York,40.5839,-73.9391
80.0,I do not use a streaming service.,3.0,Yes,Yes,No,Classical,No,No,122.0,Very frequently,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,7.0,3.0,9.0,2.0,Improve,2022-09-02,New York,40.5652,-73.8914
64.0,I do not use a streaming service.,4.0,Yes,No,No,Rock,No,No,200.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,4.0,4.0,2.0,1.0,Improve,2022-08-28,New York,40.5751,-73.9747
43.0,I do not use a streaming service.,6.0,Yes,Yes,Yes,Video game music,Yes,Yes,109.0,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,5.0,4.0,8.0,3.0,No effect,2022-08-28,New York,40.592,-73.9775
63.0,Spotify,2.0,Yes,No,No,Rock,Yes,No,133.0,Very frequently,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Never,5.0,4.0,6.0,2.0,Improve,2022-09-01,New York,40.577,-73.9641
74.0,I do not use a streaming service.,1.0,No,No,No,Pop,No,No,129.0,Rarely,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,4.0,2.0,1.0,0.0,Improve,2022-09-01,New York,40.5783,-73.9583
58.0,Other streaming service,3.0,Yes,No,No,Hip hop,Yes,Yes,127.0,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Never,4.0,6.0,8.0,1.0,Improve,2022-09-01,New York,40.5897,-73.9849
57.0,YouTube Music,2.0,Yes,Yes,Yes,Rock,Yes,No,125.0,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Never,2.0,2.0,7.0,0.0,No effect,2022-08-30,New York,40.5852,-73.9743
53.0,Spotify,7.0,Yes,No,No,Pop,Yes,Yes,92.0,Very frequently,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Rarely,0.0,0.0,0.0,0.0,Improve,2022-08-28,New York,40.592,-73.5816
61.0,YouTube Music,2.5,Yes,No,Yes,Jazz,Yes,Yes,84.0,Sometimes,Never,Never,Rarely,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,9.0,7.0,3.0,3.0,Improve,2022-08-27,New York,40.5943,-73.9436
42.0,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,85.0,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Never,Very frequently,Very frequently,7.0,8.0,5.0,3.0,Improve,2022-09-12,New York,40.5297,-74.3322
59.0,YouTube Music,2.0,Yes,No,No,Pop,Yes,No,103.0,Rarely,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,1.0,1.0,3.0,0.0,Improve,2022-08-29,New York,40.3641,-74.6522
57.0,YouTube Music,2.0,Yes,Yes,Yes,Rock,Yes,No,125.0,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Never,2.0,2.0,7.0,0.0,No effect,2022-08-30,New York,40.5903,-73.9498
56.0,Apple Music,8.0,Yes,No,No,Pop,Yes,No,117.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,6.0,4.0,1.0,0.0,Improve,2022-09-02,New York,40.5889,-73.9245
60.0,Spotify,1.0,No,No,No,Rock,Yes,No,129.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Sometimes,Never,3.0,2.0,5.0,0.0,No effect,2022-09-02,New York,40.588,-73.947
57.0,YouTube Music,2.0,Yes,Yes,Yes,Rock,Yes,No,125.0,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Never,2.0,2.0,7.0,0.0,No effect,2022-08-30,New York,40.4981,-74.4494
70.0,I do not use a streaming service.,2.0,Yes,No,No,Country,No,No,88.0,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,8.0,5.0,6.0,1.0,Improve,2022-09-01,New York,40.5808,-73.945
49.0,Spotify,1.0,No,No,No,Pop,Yes,No,128.0,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,4.0,5.0,9.0,1.0,Improve,2022-09-01,New York,40.5809,-73.9441
63.0,YouTube Music,8.0,Yes,No,No,Rock,Yes,No,70.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve,2022-09-02,New York,40.586,-73.699
42.0,Spotify,2.0,Yes,No,No,Rock,No,Yes,85.0,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,2.0,4.0,5.0,2.0,Improve,2022-09-02,New York,40.584,-73.8296
64.0,I do not use a streaming service.,4.0,Yes,No,No,Rock,No,No,200.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,4.0,4.0,2.0,1.0,Improve,2022-08-28,New York,40.5929,-73.9253
49.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,147.0,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,0.0,0.0,2.0,0.0,No effect,2022-08-29,New York,40.5275,-74.4404
49.0,Other streaming service,1.0,Yes,No,No,EDM,Yes,No,156.0,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,8.0,8.0,2.0,0.0,Improve,2022-08-28,New York,40.5773,-73.9629
58.0,YouTube Music,1.0,Yes,No,No,Rock,Yes,No,133.0,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Never,5.0,6.0,3.0,1.0,Improve,2022-09-01,New York,40.5795,-73.9856
63.0,YouTube Music,8.0,Yes,No,No,Rock,Yes,No,70.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve,2022-09-02,New York,40.5902,-73.8982
59.0,Other streaming service,1.0,No,Yes,No,Rock,No,No,79.0,Rarely,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Very frequently,Never,1.0,0.0,0.0,1.0,Improve,2022-09-06,New York,40.4621,-74.2962
59.0,Other streaming service,1.0,No,Yes,No,Rock,No,No,79.0,Rarely,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Very frequently,Never,1.0,0.0,0.0,1.0,Improve,2022-09-06,New York,40.5887,-73.9265
56.0,I do not use a streaming service.,2.0,Yes,No,No,Rock,No,Yes,220.0,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Very frequently,Never,3.0,3.0,1.0,8.0,No effect,2022-09-10,New York,40.5936,-73.9834
57.0,Spotify,2.0,Yes,Yes,No,Gospel,No,No,174.0,Sometimes,Never,Never,Rarely,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,6.0,4.0,10.0,0.0,Improve,2022-09-02,New York,40.5798,-73.9709
42.0,Spotify,2.0,Yes,No,No,Rock,No,Yes,85.0,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,2.0,4.0,5.0,2.0,Improve,2022-09-02,New York,40.5569,-74.5371
89.0,Spotify,24.0,Yes,Yes,Yes,Rap,No,No,143.0,Never,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Never,0.0,0.0,0.0,0.0,No effect,2022-09-28,New York,40.5897,-73.9002
61.0,YouTube Music,2.5,Yes,No,Yes,Jazz,Yes,Yes,84.0,Sometimes,Never,Never,Rarely,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,9.0,7.0,3.0,3.0,Improve,2022-08-27,New York,40.5256,-74.4401
49.0,Spotify,1.0,No,No,No,Pop,Yes,No,128.0,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,4.0,5.0,9.0,1.0,Improve,2022-09-01,New York,40.3939,-74.3574
44.0,YouTube Music,1.5,No,No,No,Folk,No,No,99.0,Rarely,Very frequently,Never,Very frequently,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,8.0,5.0,9.0,4.0,Improve,2022-10-03,New York,40.4962,-74.4574
44.0,Spotify,2.0,No,No,No,Rock,Yes,No,105.0,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Never,7.0,7.0,2.0,1.0,Improve,2022-08-29,New York,40.5354,-74.5274
72.0,Spotify,6.0,Yes,Yes,Yes,Rock,No,No,77.0,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,0.0,1.0,0.0,2.0,Improve,2022-08-30,New York,40.573,-73.9992
44.0,Other streaming service,3.0,Yes,No,No,Folk,Yes,Yes,130.0,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,9.0,9.0,8.0,2.0,Improve,2022-08-28,New York,40.5748,-73.9898
59.0,Other streaming service,1.0,No,Yes,No,Rock,No,No,79.0,Rarely,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Very frequently,Never,1.0,0.0,0.0,1.0,Improve,2022-09-06,New York,40.5671,-73.883
70.0,I do not use a streaming service.,2.0,Yes,No,No,Country,No,No,88.0,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,8.0,5.0,6.0,1.0,Improve,2022-09-01,New York,40.5591,-74.3376
